Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
Arnold Police Dept,MO,12,20920.0,30.0,1,3.0,8,18,725.0,53,648.0,24.0,143.4,4.8,14.3,38.2,86.0,3465.6,253.3,3097.5,114.7,arnold,"arnold,MO",04000US29
Ballwin Police Dept,MO,12,30454.0,18.0,0,1.0,1,16,216.0,52,154.0,10.0,59.1,0.0,3.3,3.3,52.5,709.3,170.7,505.7,32.8,ballwin,"ballwin,MO",04000US29
Bellefontaine Neighbors Police Dept,MO,12,10877.0,59.0,0,1.0,17,41,432.0,155,202.0,75.0,542.4,0.0,9.2,156.3,376.9,3971.7,1425.0,1857.1,689.5,bellefontaine neighbors,"bellefontaine neighbors,MO",04000US29
Belton Police Dept,MO,12,23295.0,71.0,0,7.0,10,54,656.0,101,524.0,31.0,304.8,0.0,30.0,42.9,231.8,2816.1,433.6,2249.4,133.1,belton,"belton,MO",04000US29
Blue Springs Police Dept,MO,12,52848.0,128.0,4,12.0,20,92,1767.0,260,1378.0,129.0,242.2,7.6,22.7,37.8,174.1,3343.6,492.0,2607.5,244.1,blue springs,"blue springs,MO",04000US29
Bolivar Police Dept,MO,12,10353.0,47.0,0,2.0,1,44,346.0,71,271.0,4.0,454.0,0.0,19.3,9.7,425.0,3342.0,685.8,2617.6,38.6,bolivar,"bolivar,MO",04000US29
Boone County Sheriff Department,MO,12,,114.0,0,3.0,14,97,779.0,200,530.0,49.0,,,,,,,,,,boone county,"boone county,MO",05000US29019
Branson Police Dept,MO,12,10759.0,165.0,0,2.0,20,143,1297.0,149,1103.0,45.0,1533.6,0.0,18.6,185.9,1329.1,12055.0,1384.9,10251.9,418.3,branson,"branson,MO",
Bridgeton Police Dept,MO,12,11569.0,76.0,1,3.0,18,54,1118.0,88,989.0,41.0,656.9,8.6,25.9,155.6,466.8,9663.8,760.7,8548.7,354.4,bridgeton,"bridgeton,MO",04000US29
Butler County Sheriff Office,MO,12,,100.0,0,11.0,7,82,672.0,177,460.0,35.0,,,,,,,,,,butler county,"butler county,MO",05000US29023
Callaway County Sheriff Office,MO,12,,53.0,0,1.0,3,49,737.0,209,497.0,31.0,,,,,,,,,,callaway county,"callaway county,MO",05000US29027
Camden County Sheriff Department,MO,12,,38.0,0,1.0,0,37,409.0,117,273.0,19.0,,,,,,,,,,camden county,"camden county,MO",05000US29029
Cape Girardeau Police Dept,MO,12,38474.0,243.0,3,12.0,66,162,2628.0,500,2052.0,76.0,631.6,7.8,31.2,171.5,421.1,6830.6,1299.6,5333.5,197.5,cape girardeau,"cape girardeau,MO",05000US29031
Carthage Police Dept,MO,12,14529.0,26.0,1,4.0,3,18,450.0,65,366.0,19.0,179.0,6.9,27.5,20.6,123.9,3097.3,447.4,2519.1,130.8,carthage,"carthage,MO",04000US29
Cass County Sheriff Office,MO,12,,46.0,1,6.0,1,38,367.0,94,244.0,29.0,,,,,,,,,,cass county,"cass county,MO",05000US29037
Chesterfield Police Dept,MO,12,47560.0,23.0,0,2.0,7,14,755.0,68,667.0,20.0,48.4,0.0,4.2,14.7,29.4,1587.5,143.0,1402.4,42.1,chesterfield,"chesterfield,MO",04000US29
Christian County Sheriff Office,MO,12,,55.0,0,0.0,2,53,350.0,124,180.0,46.0,,,,,,,,,,christian county,"christian county,MO",05000US29043
Clayton Police Dept,MO,12,15966.0,24.0,0,3.0,6,15,270.0,59,192.0,19.0,150.3,0.0,18.8,37.6,93.9,1691.1,369.5,1202.6,119.0,clayton,"clayton,MO",04000US29
Cole County Sheriff Office,MO,12,,55.0,0,3.0,2,50,262.0,91,151.0,20.0,,,,,,,,,,cole county,"cole county,MO",05000US29051
Columbia Police Dept,MO,12,110646.0,476.0,3,41.0,162,270,4221.0,784,3294.0,143.0,430.2,2.7,37.1,146.4,244.0,3814.9,708.6,2977.1,129.2,columbia,"columbia,MO",04000US29
Crestwood Police Dept,MO,12,11931.0,11.0,0,0.0,2,9,281.0,11,264.0,6.0,92.2,0.0,0.0,16.8,75.4,2355.2,92.2,2212.7,50.3,crestwood,"crestwood,MO",04000US29
Creve Coeur Police Dept,MO,12,17863.0,17.0,0,4.0,4,9,270.0,46,218.0,6.0,95.2,0.0,22.4,22.4,50.4,1511.5,257.5,1220.4,33.6,creve coeur,"creve coeur,MO",04000US29
Eureka Police Dept,MO,12,10206.0,11.0,0,1.0,1,9,248.0,21,212.0,15.0,107.8,0.0,9.8,9.8,88.2,2429.9,205.8,2077.2,147.0,eureka,"eureka,MO",04000US29
Excelsior Springs Police Dept,MO,12,11255.0,29.0,0,3.0,2,24,495.0,96,367.0,32.0,257.7,0.0,26.7,17.8,213.2,4398.0,853.0,3260.8,284.3,excelsior springs,"excelsior springs,MO",04000US29
Farmington Police Dept,MO,12,16317.0,52.0,0,3.0,3,46,788.0,45,722.0,21.0,318.7,0.0,18.4,18.4,281.9,4829.3,275.8,4424.8,128.7,farmington,"farmington,MO",04000US29
Ferguson Police Dept,MO,12,21238.0,80.0,2,3.0,38,37,1041.0,247,699.0,95.0,376.7,9.4,14.1,178.9,174.2,4901.6,1163.0,3291.3,447.3,ferguson,"ferguson,MO",04000US29
Festus City Police Dept,MO,12,11665.0,40.0,0,4.0,4,32,291.0,35,247.0,9.0,342.9,0.0,34.3,34.3,274.3,2494.6,300.0,2117.4,77.2,festus city,"festus city,MO",
Florissant Police Dept,MO,12,52243.0,79.0,0,3.0,29,47,1170.0,244,787.0,139.0,151.2,0.0,5.7,55.5,90.0,2239.5,467.0,1506.4,266.1,florissant,"florissant,MO",04000US29
Franklin County Sheriff Office,MO,12,,50.0,2,1.0,2,45,561.0,147,371.0,43.0,,,,,,,,,,franklin county,"franklin county,MO",05000US29071
Fulton Police Dept,MO,12,12833.0,36.0,0,2.0,9,25,463.0,69,379.0,15.0,280.5,0.0,15.6,70.1,194.8,3607.9,537.7,2953.3,116.9,fulton,"fulton,MO",04000US29
Gladstone Dept Of Public Safety,MO,12,25832.0,73.0,5,3.0,13,52,726.0,125,526.0,75.0,282.6,19.4,11.6,50.3,201.3,2810.5,483.9,2036.2,290.3,gladstone dept of public safety,"gladstone dept of public safety,MO",04000US29
Grain Valley Police Dept,MO,12,12922.0,30.0,0,5.0,2,23,231.0,42,167.0,22.0,232.2,0.0,38.7,15.5,178.0,1787.6,325.0,1292.4,170.3,grain valley,"grain valley,MO",04000US29
Grandview Police Dept,MO,12,24601.0,90.0,0,5.0,38,47,798.0,209,504.0,85.0,365.8,0.0,20.3,154.5,191.0,3243.8,849.6,2048.7,345.5,grandview,"grandview,MO",04000US29
Greene County Sheriff Department,MO,12,,88.0,1,20.0,6,61,1737.0,524,1050.0,163.0,,,,,,,,,,greene county,"greene county,MO",05000US29077
Hannibal Police Dept,MO,12,17914.0,59.0,0,5.0,10,44,1107.0,165,901.0,41.0,329.4,0.0,27.9,55.8,245.6,6179.5,921.1,5029.6,228.9,hannibal,"hannibal,MO",04000US29
Harrisonville Police Dept,MO,12,10095.0,24.0,0,4.0,1,19,463.0,46,396.0,21.0,237.7,0.0,39.6,9.9,188.2,4586.4,455.7,3922.7,208.0,harrisonville,"harrisonville,MO",04000US29
Hazelwood Police Dept,MO,12,25743.0,88.0,2,3.0,23,60,995.0,178,737.0,80.0,341.8,7.8,11.7,89.3,233.1,3865.1,691.5,2862.9,310.8,hazelwood,"hazelwood,MO",04000US29
Independence Police Dept,MO,12,117433.0,537.0,5,43.0,127,362,7152.0,1253,5116.0,783.0,457.3,4.3,36.6,108.1,308.3,6090.3,1067.0,4356.5,666.8,independence,"independence,MO",04000US29
Jackson Police Dept,MO,12,13964.0,27.0,0,2.0,0,25,338.0,69,257.0,12.0,193.4,0.0,14.3,0.0,179.0,2420.5,494.1,1840.4,85.9,jackson,"jackson,MO",05000US29095
Jasper County Sheriff Department,MO,12,,172.0,0,9.0,3,160,753.0,271,415.0,67.0,,,,,,,,,,jasper county,"jasper county,MO",05000US29097
Jefferson County Sheriff Department,MO,12,,303.0,5,23.0,12,263,2498.0,456,1844.0,198.0,,,,,,,,,,jefferson county,"jefferson county,MO",05000US29099
Jefferson City Police Dept,MO,12,43413.0,261.0,2,12.0,39,208,1586.0,235,1311.0,40.0,601.2,4.6,27.6,89.8,479.1,3653.3,541.3,3019.8,92.1,jefferson city,"jefferson city,MO",04000US29
Jennings Police Dept,MO,12,14735.0,144.0,3,2.0,34,105,903.0,307,465.0,131.0,977.3,20.4,13.6,230.7,712.6,6128.3,2083.5,3155.8,889.0,jennings,"jennings,MO",04000US29
Johnson County Sheriff Department,MO,12,,17.0,1,1.0,0,15,393.0,124,246.0,23.0,,,,,,,,,,johnson county,"johnson county,MO",05000US29101
Joplin Police Dept,MO,12,50654.0,288.0,2,27.0,70,189,3838.0,653,2920.0,265.0,568.6,3.9,53.3,138.2,373.1,7576.9,1289.1,5764.6,523.2,joplin,"joplin,MO",04000US29
Kansas City Police Dept,MO,12,464073.0,5862.0,105,246.0,1647,3864,25642.0,6964,15088.0,3590.0,1263.2,22.6,53.0,354.9,832.6,5525.4,1500.6,3251.2,773.6,kansas city,"kansas city,MO",04000US29
Kennett Police Dept,MO,12,10960.0,26.0,0,1.0,9,16,656.0,153,479.0,24.0,237.2,0.0,9.1,82.1,146.0,5985.4,1396.0,4370.4,219.0,kennett,"kennett,MO",04000US29
Kirksville Police Dept,MO,12,17502.0,50.0,0,1.0,2,47,507.0,88,411.0,8.0,285.7,0.0,5.7,11.4,268.5,2896.8,502.8,2348.3,45.7,kirksville,"kirksville,MO",04000US29
Kirkwood Police Dept,MO,12,27586.0,34.0,0,2.0,2,30,535.0,54,472.0,9.0,123.3,0.0,7.3,7.3,108.8,1939.4,195.8,1711.0,32.6,kirkwood,"kirkwood,MO",04000US29
Lake St Louis Police Dept,MO,12,14764.0,15.0,0,1.0,3,11,319.0,22,291.0,6.0,101.6,0.0,6.8,20.3,74.5,2160.7,149.0,1971.0,40.6,lake st louis,"lake st louis,MO",04000US29
Lebanon Police Dept,MO,12,14527.0,70.0,0,2.0,5,63,699.0,86,592.0,21.0,481.9,0.0,13.8,34.4,433.7,4811.7,592.0,4075.2,144.6,lebanon,"lebanon,MO",04000US29
Lees Summit Police Dept,MO,12,91840.0,109.0,0,13.0,24,72,2127.0,263,1756.0,108.0,118.7,0.0,14.2,26.1,78.4,2316.0,286.4,1912.0,117.6,lees summit,"lees summit,MO",04000US29
Liberty Police Dept,MO,12,29613.0,57.0,0,9.0,7,41,589.0,113,400.0,76.0,192.5,0.0,30.4,23.6,138.5,1989.0,381.6,1350.8,256.6,liberty,"liberty,MO",04000US29
Lincoln County Sheriff Department,MO,12,,57.0,0,0.0,0,57,297.0,123,151.0,23.0,,,,,,,,,,lincoln county,"lincoln county,MO",05000US29113
Manchester Police Dept,MO,12,18124.0,9.0,0,1.0,1,7,333.0,40,283.0,10.0,49.7,0.0,5.5,5.5,38.6,1837.3,220.7,1561.5,55.2,manchester,"manchester,MO",04000US29
City Of Marshall Police Dept,MO,12,13037.0,28.0,1,3.0,3,21,330.0,64,257.0,9.0,214.8,7.7,23.0,23.0,161.1,2531.3,490.9,1971.3,69.0,city of marshall,"city of marshall,MO",04000US29
Maryland Heights Police Dept,MO,12,27518.0,58.0,0,5.0,11,42,592.0,74,489.0,29.0,210.8,0.0,18.2,40.0,152.6,2151.3,268.9,1777.0,105.4,maryland heights,"maryland heights,MO",04000US29
Maryville Public Safety Dept,MO,12,12039.0,12.0,1,0.0,2,9,216.0,27,183.0,6.0,99.7,8.3,0.0,16.6,74.8,1794.2,224.3,1520.1,49.8,maryville,"maryville,MO",04000US29
Mexico Public Safety Dept,MO,12,11583.0,38.0,0,5.0,4,29,296.0,49,246.0,1.0,328.1,0.0,43.2,34.5,250.4,2555.5,423.0,2123.8,8.6,mexico,"mexico,MO",04000US29
Moberly Police Dept,MO,12,13966.0,26.0,0,1.0,7,18,584.0,85,476.0,23.0,186.2,0.0,7.2,50.1,128.9,4181.6,608.6,3408.3,164.7,moberly,"moberly,MO",04000US29
Neosho City Police Dept,MO,12,11916.0,33.0,0,6.0,2,25,515.0,95,397.0,23.0,276.9,0.0,50.4,16.8,209.8,4321.9,797.2,3331.7,193.0,neosho city,"neosho city,MO",
Newton County Sheriff Office,MO,12,,74.0,3,17.0,4,50,909.0,254,575.0,80.0,,,,,,,,,,newton county,"newton county,MO",05000US29145
Nixa Police Dept,MO,12,19339.0,23.0,0,5.0,1,17,357.0,64,287.0,6.0,118.9,0.0,25.9,5.2,87.9,1846.0,330.9,1484.0,31.0,nixa,"nixa,MO",04000US29
O'Fallon Police Dept,MO,12,80670.0,74.0,2,5.0,4,63,1246.0,125,1100.0,21.0,91.7,2.5,6.2,5.0,78.1,1544.6,155.0,1363.6,26.0,o'fallon,"o'fallon,MO",04000US29
Overland Police Dept,MO,12,16089.0,54.0,1,7.0,21,25,697.0,182,492.0,23.0,335.6,6.2,43.5,130.5,155.4,4332.2,1131.2,3058.0,143.0,overland,"overland,MO",04000US29
Ozark City Police Dept,MO,12,18116.0,44.0,0,2.0,4,38,618.0,108,491.0,19.0,242.9,0.0,11.0,22.1,209.8,3411.3,596.2,2710.3,104.9,ozark city,"ozark city,MO",
Platte County Sheriff Department,MO,12,,55.0,2,3.0,1,49,353.0,87,240.0,26.0,,,,,,,,,,platte county,"platte county,MO",05000US29165
Poplar Bluff City Police Dept,MO,12,17167.0,138.0,1,7.0,28,102,1344.0,265,1036.0,43.0,803.9,5.8,40.8,163.1,594.2,7829.0,1543.7,6034.8,250.5,poplar bluff city,"poplar bluff city,MO",
Pulaski County Sheriff Department,MO,12,,154.0,3,12.0,9,130,512.0,221,265.0,26.0,,,,,,,,,,pulaski county,"pulaski county,MO",05000US29169
Raymore Police Dept,MO,12,19354.0,19.0,0,1.0,5,13,393.0,35,346.0,12.0,98.2,0.0,5.2,25.8,67.2,2030.6,180.8,1787.7,62.0,raymore,"raymore,MO",04000US29
Raytown Police Dept,MO,12,29678.0,111.0,1,11.0,45,54,1305.0,276,906.0,123.0,374.0,3.4,37.1,151.6,182.0,4397.2,930.0,3052.8,414.4,raytown,"raytown,MO",04000US29
Republic Police Dept,MO,12,14892.0,67.0,0,1.0,0,66,494.0,55,424.0,15.0,449.9,0.0,6.7,0.0,443.2,3317.2,369.3,2847.2,100.7,republic,"republic,MO",04000US29
Rolla Police Dept,MO,12,19543.0,55.0,1,4.0,10,40,781.0,108,648.0,25.0,281.4,5.1,20.5,51.2,204.7,3996.3,552.6,3315.8,127.9,rolla,"rolla,MO",04000US29
Sedalia Police Dept,MO,12,21416.0,101.0,0,5.0,15,81,1612.0,378,1173.0,61.0,471.6,0.0,23.3,70.0,378.2,7527.1,1765.0,5477.2,284.8,sedalia,"sedalia,MO",04000US29
Sikeston Dept Of Public Safety,MO,12,16319.0,394.0,2,5.0,22,365,943.0,149,769.0,25.0,2414.4,12.3,30.6,134.8,2236.7,5778.5,913.0,4712.3,153.2,sikeston dept of public safety,"sikeston dept of public safety,MO",04000US29
Springfield Police Dept,MO,12,160962.0,1596.0,16,141.0,353,1086,14504.0,2215,11238.0,1051.0,991.5,9.9,87.6,219.3,674.7,9010.8,1376.1,6981.8,652.9,springfield,"springfield,MO",04000US29
St. Ann Police Dept,MO,12,13040.0,85.0,0,5.0,6,74,399.0,75,272.0,52.0,651.8,0.0,38.3,46.0,567.5,3059.8,575.2,2085.9,398.8,st. ann,"st. ann,MO",04000US29
St. Charles County Sheriff Department,MO,12,,142.0,0,6.0,12,124,1039.0,280,726.0,33.0,,,,,,,,,,st. charles county,"st. charles county,MO",05000US29183
St. Charles Police Dept,MO,12,66723.0,101.0,1,7.0,23,70,1949.0,222,1663.0,64.0,151.4,1.5,10.5,34.5,104.9,2921.0,332.7,2492.4,95.9,st. charles,"st. charles,MO",05000US29183
St. Joseph Police Dept,MO,12,77330.0,323.0,1,22.0,91,209,4708.0,993,3344.0,371.0,417.7,1.3,28.4,117.7,270.3,6088.2,1284.1,4324.3,479.8,st. joseph,"st. joseph,MO",04000US29
St. Louis Police Dept,MO,12,318667.0,5661.0,113,199.0,1778,3571,21995.0,4986,13520.0,3489.0,1776.5,35.5,62.4,557.9,1120.6,6902.2,1564.6,4242.7,1094.9,st. louis,"st. louis,MO",05000US29189
Saint Louis County Police Dept.,MO,12,,1003.0,8,50.0,250,695,8465.0,1829,5929.0,707.0,,,,,,,,,,saint louis county,"saint louis county,MO",04000US29
St. Peters Police Dept,MO,12,53364.0,119.0,0,6.0,14,99,1389.0,114,1249.0,26.0,223.0,0.0,11.2,26.2,185.5,2602.9,213.6,2340.5,48.7,st. peters,"st. peters,MO",04000US29
Stone County Sheriff Office,MO,12,,121.0,1,4.0,1,115,456.0,130,292.0,34.0,,,,,,,,,,stone county,"stone county,MO",05000US29209
Taney County Sheriff Office,MO,12,,83.0,0,5.0,3,75,494.0,146,302.0,46.0,,,,,,,,,,taney county,"taney county,MO",05000US29213
City Of Town & Country Police Dept,MO,12,10833.0,3.0,0,0.0,1,2,97.0,20,76.0,1.0,27.7,0.0,0.0,9.2,18.5,895.4,184.6,701.6,9.2,city of town & country,"city of town & country,MO",04000US29
Troy City Police Dept,MO,12,10661.0,14.0,0,1.0,7,6,369.0,23,335.0,11.0,131.3,0.0,9.4,65.7,56.3,3461.2,215.7,3142.3,103.2,troy city,"troy city,MO",
Union Police Dept,MO,12,10277.0,36.0,0,0.0,4,32,542.0,60,473.0,9.0,350.3,0.0,0.0,38.9,311.4,5273.9,583.8,4602.5,87.6,union,"union,MO",
University City Police Dept,MO,12,35428.0,143.0,8,5.0,56,74,1499.0,295,1108.0,96.0,403.6,22.6,14.1,158.1,208.9,4231.1,832.7,3127.5,271.0,university city,"university city,MO",04000US29
Warrensburg Police Dept,MO,12,19146.0,33.0,1,4.0,7,21,625.0,95,497.0,33.0,172.4,5.2,20.9,36.6,109.7,3264.4,496.2,2595.8,172.4,warrensburg,"warrensburg,MO",04000US29
Washington Police Dept,MO,12,14071.0,19.0,0,1.0,4,14,489.0,77,399.0,13.0,135.0,0.0,7.1,28.4,99.5,3475.2,547.2,2835.6,92.4,washington,"washington,MO",05000US29221
Webb City Police Dept,MO,12,11116.0,11.0,0,5.0,2,4,587.0,64,492.0,31.0,99.0,0.0,45.0,18.0,36.0,5280.7,575.7,4426.1,278.9,webb city,"webb city,MO",04000US29
Webster Groves Police Dept,MO,12,23032.0,21.0,0,3.0,5,13,264.0,59,195.0,10.0,91.2,0.0,13.0,21.7,56.4,1146.2,256.2,846.6,43.4,webster groves,"webster groves,MO",04000US29
Wentzville Police Dept,MO,12,29506.0,57.0,0,11.0,9,37,602.0,51,523.0,28.0,193.2,0.0,37.3,30.5,125.4,2040.3,172.8,1772.5,94.9,wentzville,"wentzville,MO",04000US29
West Plains Police Dept,MO,12,12086.0,58.0,0,3.0,2,53,841.0,134,676.0,31.0,479.9,0.0,24.8,16.5,438.5,6958.5,1108.7,5593.2,256.5,west plains,"west plains,MO",04000US29
Billings Police Dept,MT,12,106371.0,370.0,3,38.0,68,261,4812.0,793,3608.0,411.0,347.8,2.8,35.7,63.9,245.4,4523.8,745.5,3391.9,386.4,billings,"billings,MT",04000US30
Bozeman Police Dept,MT,12,38289.0,98.0,1,30.0,8,59,1326.0,134,1136.0,56.0,255.9,2.6,78.4,20.9,154.1,3463.1,350.0,2966.9,146.3,bozeman,"bozeman,MT",04000US30
Flathead County Sheriff Department,MT,12,,150.0,0,12.0,5,133,1258.0,318,878.0,62.0,,,,,,,,,,flathead county,"flathead county,MT",05000US30029
Gallatin County Sheriff Department,MT,12,,52.0,0,16.0,1,35,380.0,54,309.0,17.0,,,,,,,,,,gallatin county,"gallatin county,MT",05000US30031
Great Falls Police Dept,MT,12,59360.0,151.0,1,10.0,25,115,2788.0,320,2338.0,130.0,254.4,1.7,16.8,42.1,193.7,4696.8,539.1,3938.7,219.0,great falls,"great falls,MT",04000US30
Helena Police Dept,MT,12,28791.0,127.0,0,26.0,12,89,1015.0,122,861.0,32.0,441.1,0.0,90.3,41.7,309.1,3525.4,423.7,2990.5,111.1,helena,"helena,MT",
Kalispell Police Dept,MT,12,20147.0,69.0,1,17.0,7,44,894.0,90,770.0,34.0,342.5,5.0,84.4,34.7,218.4,4437.4,446.7,3821.9,168.8,kalispell,"kalispell,MT",04000US30
Lewis & Clark County Sheriff Office,MT,12,,59.0,3,12.0,2,42,366.0,79,258.0,29.0,,,,,,,,,,lewis & clark county,"lewis & clark county,MT",04000US30
Missoula City Police Dept,MT,12,67758.0,221.0,0,25.0,33,163,3041.0,378,2558.0,105.0,326.2,0.0,36.9,48.7,240.6,4488.0,557.9,3775.2,155.0,missoula city,"missoula city,MT",16000US3050200
Missoula County Sheriff Office,MT,12,,100.0,0,16.0,5,79,479.0,80,358.0,41.0,,,,,,,,,,missoula county,"missoula county,MT",05000US30063
Ravalli County Sheriff Office,MT,12,,44.0,1,3.0,1,39,357.0,37,304.0,16.0,,,,,,,,,,ravalli county,"ravalli county,MT",05000US30081
Butte-Silver Bow Sheriffs Dept,MT,12,,88.0,0,3.0,6,79,1274.0,197,973.0,104.0,,,,,,,,,,butte-silver bow sheriffs dept,"butte-silver bow sheriffs dept,MT",04000US30
Yellowstone County Sheriff Office,MT,12,,53.0,1,1.0,1,50,634.0,164,412.0,58.0,,,,,,,,,,yellowstone county,"yellowstone county,MT",05000US30111
Beatrice Police Dept,NE,12,12388.0,37.0,0,9.0,2,26,452.0,104,342.0,6.0,298.7,0.0,72.7,16.1,209.9,3648.7,839.5,2760.7,48.4,beatrice,"beatrice,NE",04000US31
Bellevue City Police Dept,NE,12,51678.0,55.0,1,20.0,13,21,1142.0,155,890.0,97.0,106.4,1.9,38.7,25.2,40.6,2209.8,299.9,1722.2,187.7,bellevue city,"bellevue city,NE",16000US3103950
Columbus Police Dept,NE,12,22537.0,20.0,0,7.0,2,11,475.0,68,389.0,18.0,88.7,0.0,31.1,8.9,48.8,2107.6,301.7,1726.1,79.9,columbus,"columbus,NE",04000US31
Douglas County Sheriff Office,NE,12,,100.0,0,8.0,5,87,1207.0,331,777.0,99.0,,,,,,,,,,douglas county,"douglas county,NE",05000US31055
Fremont Police Dept,NE,12,26641.0,29.0,0,10.0,1,18,693.0,104,555.0,34.0,108.9,0.0,37.5,3.8,67.6,2601.3,390.4,2083.3,127.6,fremont,"fremont,NE",04000US31
Grand Island Police Dept,NE,12,49583.0,162.0,0,40.0,21,101,2305.0,367,1859.0,79.0,326.7,0.0,80.7,42.4,203.7,4648.8,740.2,3749.3,159.3,grand island,"grand island,NE",04000US31
Hastings Police Dept,NE,12,24961.0,57.0,0,24.0,10,23,911.0,149,726.0,36.0,228.4,0.0,96.1,40.1,92.1,3649.7,596.9,2908.5,144.2,hastings,"hastings,NE",04000US31
Kearney Police Dept,NE,12,31392.0,42.0,1,15.0,3,23,867.0,118,733.0,16.0,133.8,3.2,47.8,9.6,73.3,2761.9,375.9,2335.0,51.0,kearney,"kearney,NE",
Lavista Police Dept,NE,12,16242.0,10.0,0,5.0,3,2,262.0,36,192.0,34.0,61.6,0.0,30.8,18.5,12.3,1613.1,221.6,1182.1,209.3,lavista,"lavista,NE",04000US31
Lancaster County Sheriff Department,NE,12,,24.0,1,9.0,2,12,370.0,130,232.0,8.0,,,,,,,,,,lancaster county,"lancaster county,NE",05000US31109
Lexington Police Dept,NE,12,10329.0,16.0,0,7.0,0,9,306.0,79,219.0,8.0,154.9,0.0,67.8,0.0,87.1,2962.5,764.8,2120.2,77.5,lexington,"lexington,NE",04000US31
Lincoln Police Dept,NE,12,264175.0,1050.0,3,182.0,197,668,10171.0,1616,8244.0,311.0,397.5,1.1,68.9,74.6,252.9,3850.1,611.7,3120.7,117.7,lincoln,"lincoln,NE",05000US31111
Norfolk City Police Dept,NE,12,24418.0,28.0,0,18.0,0,10,820.0,108,675.0,37.0,114.7,0.0,73.7,0.0,41.0,3358.2,442.3,2764.4,151.5,norfolk city,"norfolk city,NE",16000US3134615
North Platte Police Dept,NE,12,24806.0,65.0,0,19.0,7,39,1118.0,121,953.0,44.0,262.0,0.0,76.6,28.2,157.2,4507.0,487.8,3841.8,177.4,north platte,"north platte,NE",04000US31
Omaha Police Dept,NE,12,417970.0,2485.0,41,187.0,815,1442,19178.0,3311,13120.0,2747.0,594.5,9.8,44.7,195.0,345.0,4588.4,792.2,3139.0,657.2,omaha,"omaha,NE",04000US31
Papillion Police Dept,NE,12,19466.0,8.0,0,2.0,1,5,444.0,36,388.0,20.0,41.1,0.0,10.3,5.1,25.7,2280.9,184.9,1993.2,102.7,papillion,"papillion,NE",04000US31
Sarpy County Sheriff Department,NE,12,,18.0,0,8.0,5,5,695.0,101,544.0,50.0,,,,,,,,,,sarpy county,"sarpy county,NE",05000US31153
Scotts Bluff Police Dept,NE,12,15174.0,19.0,0,4.0,3,12,576.0,77,480.0,19.0,125.2,0.0,26.4,19.8,79.1,3796.0,507.4,3163.3,125.2,scotts bluff,"scotts bluff,NE",05000US31157
South Sioux Police Dept,NE,12,13386.0,21.0,0,3.0,5,13,369.0,50,299.0,20.0,156.9,0.0,22.4,37.4,97.1,2756.6,373.5,2233.7,149.4,south sioux,"south sioux,NE",04000US31
Boulder City Police Dept,NV,12,15364.0,12.0,0,0.0,3,9,218.0,94,117.0,7.0,78.1,0.0,0.0,19.5,58.6,1418.9,611.8,761.5,45.6,boulder city,"boulder city,NV",04000US32
Carson City Sheriffs Dept,NV,12,,132.0,0,0.0,14,118,1107.0,298,731.0,78.0,,,,,,,,,,carson city sheriffs dept,"carson city sheriffs dept,NV",04000US32
Douglas County Sheriff Office,NV,12,,53.0,1,6.0,6,40,829.0,144,656.0,29.0,,,,,,,,,,douglas county,"douglas county,NV",05000US32005
Elko Police Dept,NV,12,18788.0,118.0,5,26.0,7,80,836.0,209,541.0,86.0,628.1,26.6,138.4,37.3,425.8,4449.6,1112.4,2879.5,457.7,elko,"elko,NV",05000US32007
Henderson Police Dept,NV,12,263469.0,445.0,4,61.0,172,208,5295.0,1408,3386.0,501.0,168.9,1.5,23.2,65.3,78.9,2009.7,534.4,1285.2,190.2,henderson,"henderson,NV",04000US32
Las Vegas Metropolitan Police Department,NV,12,1479393.0,11598.0,76,596.0,3824,7102,46427.0,14220,25522.0,6685.0,784.0,5.1,40.3,258.5,480.1,3138.2,961.2,1725.2,451.9,las vegas metropolitan,"las vegas metropolitan,NV",04000US32
Lyon County Sheriff Office,NV,12,,141.0,1,17.0,12,111,1028.0,294,662.0,72.0,,,,,,,,,,lyon county,"lyon county,NV",05000US32019
Mesquite City Police Dept,NV,12,15625.0,17.0,0,4.0,3,10,302.0,72,216.0,14.0,108.8,0.0,25.6,19.2,64.0,1932.8,460.8,1382.4,89.6,mesquite city,"mesquite city,NV",
North Las Vegas Police Dept,NV,12,221884.0,1695.0,14,73.0,389,1219,5534.0,1557,3022.0,955.0,763.9,6.3,32.9,175.3,549.4,2494.1,701.7,1362.0,430.4,north las vegas,"north las vegas,NV",04000US32
Nye County Sheriff Office,NV,12,,258.0,0,11.0,26,221,1147.0,334,687.0,126.0,,,,,,,,,,nye county,"nye county,NV",05000US32023
Reno Police Dept,NV,12,230486.0,1192.0,7,33.0,327,825,7423.0,1633,4909.0,881.0,517.2,3.0,14.3,141.9,357.9,3220.6,708.5,2129.8,382.2,reno,"reno,NV",04000US32
