Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,0,full_name,gid
West Chicago Police Dept,IL,12,27286.0,24.0,0,8.0,5,11,349.0,61,264.0,24.0,88.0,0.0,29.3,18.3,40.3,1279.0,223.6,967.5,88.0,west chicago,"west chicago,IL",16000US1780060
Westmont Police Dept,IL,12,24867.0,27.0,0,4.0,15,8,389.0,62,300.0,27.0,108.6,0.0,16.1,60.3,32.2,1564.3,249.3,1206.4,108.6,westmont,"westmont,IL",16000US1780645
Wheaton Police Dept,IL,12,53263.0,12.0,1,1.0,3,7,580.0,96,474.0,10.0,22.5,1.9,1.9,5.6,13.1,1088.9,180.2,889.9,18.8,wheaton,"wheaton,IL",16000US1781048
Wheeling Police Dept,IL,12,37830.0,31.0,0,2.0,8,21,540.0,102,425.0,13.0,81.9,0.0,5.3,21.1,55.5,1427.4,269.6,1123.4,34.4,wheeling,"wheeling,IL",16000US1781087
Will County Sheriff Department,IL,12,,154.0,6,24.0,26,98,1426.0,521,827.0,78.0,,,,,,,,,,will county,"will county,IL",05000US17197
Williamson County Sheriff Department,IL,12,,18.0,0,6.0,3,9,334.0,103,205.0,26.0,,,,,,,,,,williamson county,"williamson county,IL",05000US17199
Wilmette Police Dept,IL,12,27219.0,11.0,0,1.0,5,5,420.0,99,320.0,1.0,40.4,0.0,3.7,18.4,18.4,1543.0,363.7,1175.6,3.7,wilmette,"wilmette,IL",16000US1782075
Winnebago County Sheriff Office,IL,12,,139.0,1,35.0,19,84,1026.0,340,625.0,61.0,,,,,,,,,,winnebago county,"winnebago county,IL",05000US17201
Woodridge Police Dept,IL,12,33215.0,38.0,1,7.0,15,15,523.0,50,442.0,31.0,114.4,3.0,21.1,45.2,45.2,1574.6,150.5,1330.7,93.3,woodridge,"woodridge,IL",16000US1783245
Woodstock Police Dept,IL,12,24797.0,37.0,0,3.0,5,29,381.0,41,337.0,3.0,149.2,0.0,12.1,20.2,116.9,1536.5,165.3,1359.0,12.1,woodstock,"woodstock,IL",16000US1783349
Zion Police Dept,IL,12,24519.0,145.0,1,33.0,24,87,1037.0,418,585.0,34.0,591.4,4.1,134.6,97.9,354.8,4229.4,1704.8,2385.9,138.7,zion,"zion,IL",16000US1784220
Allen County Sheriff Department,IN,12,,70.0,2,8.0,14,46,1022.0,203,760.0,59.0,,,,,,,,,,allen county,"allen county,IN",05000US18003
Anderson Police Dept,IN,12,56132.0,270.0,1,54.0,75,140,2860.0,641,2012.0,207.0,481.0,1.8,96.2,133.6,249.4,5095.1,1142.0,3584.4,368.8,anderson,"anderson,IN",16000US1801468
Bartholomew County Sheriff Department,IN,12,,51.0,0,6.0,3,42,534.0,120,362.0,52.0,,,,,,,,,,bartholomew county,"bartholomew county,IN",05000US18005
Bloomington Police Dept,IN,12,81636.0,243.0,3,18.0,42,180,3244.0,622,2471.0,151.0,297.7,3.7,22.0,51.4,220.5,3973.7,761.9,3026.9,185.0,bloomington,"bloomington,IN",16000US1805860
Brownsburg Police Dept,IN,12,21729.0,23.0,0,1.0,4,18,327.0,46,269.0,12.0,105.8,0.0,4.6,18.4,82.8,1504.9,211.7,1238.0,55.2,brownsburg,"brownsburg,IN",16000US1808416
Carmel Police Dept,IN,12,81819.0,11.0,0,2.0,6,3,808.0,113,649.0,46.0,13.4,0.0,2.4,7.3,3.7,987.5,138.1,793.2,56.2,carmel,"carmel,IN",16000US1810342
Clark County Sheriff Department,IN,11,,51.0,0,5.0,5,41,519.0,229,264.0,26.0,,,,,,,,,,clark county,"clark county,IN",05000US18019
Clarksville Police Dept,IN,12,22057.0,120.0,1,6.0,21,92,1597.0,188,1352.0,57.0,544.0,4.5,27.2,95.2,417.1,7240.3,852.3,6129.6,258.4,clarksville,"clarksville,IN",16000US1812934
Columbus Police Dept,IN,12,44817.0,83.0,1,12.0,22,48,2210.0,262,1768.0,180.0,185.2,2.2,26.8,49.1,107.1,4931.2,584.6,3944.9,401.6,columbus,"columbus,IN",16000US1814734
Crown Point Police Dept,IN,12,27890.0,7.0,0,2.0,2,3,514.0,56,435.0,23.0,25.1,0.0,7.2,7.2,10.8,1843.0,200.8,1559.7,82.5,crown point,"crown point,IN",16000US1816138
Dearborn County Sheriff Department,IN,11,,1.0,0,1.0,0,0,14.0,10,4.0,0.0,,,,,,,,,,dearborn county,"dearborn county,IN",05000US18029
Delaware,IN,12,,38.0,0,1.0,1,36,489.0,181,286.0,22.0,,,,,,,,,,delaware,"delaware,IN",05000US18035
East Chicago Police Dept,IN,12,29764.0,220.0,3,9.0,88,120,1754.0,560,1025.0,169.0,739.1,10.1,30.2,295.7,403.2,5893.0,1881.5,3443.8,567.8,east chicago,"east chicago,IN",16000US1819486
Elkhart County Sheriff Department,IN,12,,46.0,3,13.0,19,11,1411.0,428,895.0,88.0,,,,,,,,,,elkhart county,"elkhart county,IN",05000US18039
Elkhart Police Dept,IN,9,51481.0,527.0,2,24.0,63,438,1855.0,451,1281.0,123.0,,,,,,,,,,elkhart,"elkhart,IN",16000US1820728
Evansville Police Dept,IN,12,118194.0,560.0,8,56.0,199,297,6083.0,1132,4531.0,420.0,473.8,6.8,47.4,168.4,251.3,5146.6,957.7,3833.5,355.3,evansville,"evansville,IN",16000US1822000
Fishers Police Dept,IN,12,79375.0,14.0,0,1.0,9,4,821.0,101,693.0,27.0,17.6,0.0,1.3,11.3,5.0,1034.3,127.2,873.1,34.0,fishers,"fishers,IN",16000US1823278
Floyd County Sheriff Department,IN,12,,5.0,0,1.0,1,3,627.0,136,450.0,41.0,,,,,,,,,,floyd county,"floyd county,IN",05000US18043
Fort Wayne Police Dept,IN,12,256625.0,931.0,22,93.0,447,369,9515.0,2025,7073.0,417.0,362.8,8.6,36.2,174.2,143.8,3707.7,789.1,2756.2,162.5,fort wayne,"fort wayne,IN",16000US1825000
Franklin City Police Dept,IN,12,24115.0,60.0,0,0.0,13,47,1062.0,126,920.0,16.0,248.8,0.0,0.0,53.9,194.9,4403.9,522.5,3815.1,66.3,franklin city,"franklin city,IN",16000US1825450
Gary Police Dept,IN,12,80472.0,728.0,37,56.0,275,360,4475.0,1634,2066.0,775.0,904.7,46.0,69.6,341.7,447.4,5560.9,2030.5,2567.4,963.1,gary,"gary,IN",16000US1827000
Goshen Police Dept,IN,12,32034.0,47.0,1,13.0,22,11,1143.0,200,876.0,67.0,146.7,3.1,40.6,68.7,34.3,3568.1,624.3,2734.6,209.2,goshen,"goshen,IN",16000US1828386
Grant County Sheriff Department,IN,12,,15.0,0,5.0,1,9,289.0,100,183.0,6.0,,,,,,,,,,grant county,"grant county,IN",05000US18053
Greene County Sheriff Department,IN,12,,2.0,0,2.0,0,0,189.0,37,137.0,15.0,,,,,,,,,,greene county,"greene county,IN",05000US18055
Greenfield City Police Dept,IN,12,20819.0,19.0,1,0.0,10,8,398.0,60,318.0,20.0,91.3,4.8,0.0,48.0,38.4,1911.7,288.2,1527.5,96.1,greenfield city,"greenfield city,IN",16000US1829520
Greenwood Police Dept,IN,12,51746.0,191.0,1,3.0,19,168,1809.0,207,1543.0,59.0,369.1,1.9,5.8,36.7,324.7,3495.9,400.0,2981.9,114.0,greenwood,"greenwood,IN",16000US1829898
Hammond Police Dept,IN,12,81010.0,665.0,6,18.0,192,449,3448.0,936,2143.0,369.0,820.9,7.4,22.2,237.0,554.3,4256.3,1155.4,2645.4,455.5,hammond,"hammond,IN",16000US1831000
Hancock County Sheriff Department,IN,12,,14.0,0,5.0,2,7,273.0,113,143.0,17.0,,,,,,,,,,hancock county,"hancock county,IN",05000US18059
Harrison County Sheriff Department,IN,12,,24.0,0,2.0,4,18,400.0,100,267.0,33.0,,,,,,,,,,harrison county,"harrison county,IN",05000US18061
Henry County Sheriff Department,IN,12,,6.0,0,3.0,2,1,600.0,227,347.0,26.0,,,,,,,,,,henry county,"henry county,IN",05000US18065
Highland Police Dept,IN,12,23779.0,25.0,1,2.0,10,12,713.0,98,571.0,44.0,105.1,4.2,8.4,42.1,50.5,2998.4,412.1,2401.3,185.0,highland,"highland,IN",16000US1833466
Hobart Police Dept,IN,12,29122.0,51.0,0,6.0,21,24,1447.0,110,1253.0,84.0,175.1,0.0,20.6,72.1,82.4,4968.8,377.7,4302.6,288.4,hobart,"hobart,IN",16000US1834114
Howard County Sheriff Department,IN,12,,39.0,0,2.0,1,36,453.0,208,239.0,6.0,,,,,,,,,,howard county,"howard county,IN",05000US18067
Indianapolis Police Dept,IN,12,838650.0,9942.0,97,436.0,3442,5967,46898.0,14774,27525.0,4599.0,1185.5,11.6,52.0,410.4,711.5,5592.1,1761.6,3282.1,548.4,indianapolis,"indianapolis,IN",16000US1836003
Jeffersonville Police Dept,IN,12,45640.0,436.0,2,2.0,36,396,1946.0,410,1394.0,142.0,955.3,4.4,4.4,78.9,867.7,4263.8,898.3,3054.3,311.1,jeffersonville,"jeffersonville,IN",16000US1838358
Johnson County Sheriff Department,IN,12,,68.0,0,1.0,10,57,735.0,163,553.0,19.0,,,,,,,,,,johnson county,"johnson county,IN",05000US18081
Kokomo Police Dept,IN,12,45636.0,177.0,4,15.0,61,97,1857.0,462,1294.0,101.0,387.9,8.8,32.9,133.7,212.6,4069.2,1012.4,2835.5,221.3,kokomo,"kokomo,IN",16000US1840392
La Porte County Sheriff Department,IN,7,,10.0,0,3.0,3,4,420.0,175,226.0,19.0,,,,,,,,,,la porte county,"la porte county,IN",05000US18091
Lafayette Police Dept,IN,12,68160.0,407.0,1,36.0,69,301,3293.0,713,2382.0,198.0,597.1,1.5,52.8,101.2,441.6,4831.3,1046.1,3494.7,290.5,lafayette,"lafayette,IN",16000US1840788
Lake County Sheriff Department,IN,12,,59.0,2,5.0,10,42,1106.0,278,739.0,89.0,,,,,,,,,,lake county,"lake county,IN",05000US18089
Lawrence County Sheriff Department,IN,12,,65.0,0,1.0,1,63,385.0,154,210.0,21.0,,,,,,,,,,lawrence county,"lawrence county,IN",05000US18093
Marion Police Dept,IN,12,29931.0,83.0,3,9.0,50,21,1329.0,257,983.0,89.0,277.3,10.0,30.1,167.1,70.2,4440.2,858.6,3284.2,297.4,marion,"marion,IN",16000US1846908
Marshall County Sheriff Office,IN,9,,24.0,0,4.0,4,16,232.0,61,163.0,8.0,,,,,,,,,,marshall county,"marshall county,IN",05000US18099
Merrillville Police Dept,IN,12,35325.0,106.0,4,6.0,39,57,1390.0,143,1125.0,122.0,300.1,11.3,17.0,110.4,161.4,3934.9,404.8,3184.7,345.4,merrillville,"merrillville,IN",16000US1848528
Miami County Sheriff Department,IN,12,,3.0,0,1.0,1,1,174.0,56,113.0,5.0,,,,,,,,,,miami county,"miami county,IN",05000US18103
Mishawaka Police Dept,IN,12,48363.0,160.0,3,22.0,55,80,2797.0,501,2138.0,158.0,330.8,6.2,45.5,113.7,165.4,5783.3,1035.9,4420.7,326.7,mishawaka,"mishawaka,IN",16000US1849932
Monroe County Sheriff Department,IN,12,,53.0,1,18.0,5,29,911.0,239,592.0,80.0,,,,,,,,,,monroe county,"monroe county,IN",05000US18105
Muncie Police Dept,IN,12,70300.0,258.0,1,9.0,99,149,2934.0,690,2041.0,203.0,367.0,1.4,12.8,140.8,211.9,4173.5,981.5,2903.3,288.8,muncie,"muncie,IN",16000US1851876
Munster Police Dept,IN,12,23657.0,30.0,0,2.0,10,18,419.0,52,337.0,30.0,126.8,0.0,8.5,42.3,76.1,1771.1,219.8,1424.5,126.8,munster,"munster,IN",16000US1851912
New Albany Police Dept,IN,12,36685.0,138.0,4,23.0,38,73,2168.0,367,1632.0,169.0,376.2,10.9,62.7,103.6,199.0,5909.8,1000.4,4448.7,460.7,new albany,"new albany,IN",16000US1852326
Noble County Sheriff Department,IN,11,,14.0,0,5.0,0,9,182.0,78,101.0,3.0,,,,,,,,,,noble county,"noble county,IN",05000US18113
Noblesville Police Dept,IN,11,53683.0,41.0,0,5.0,11,25,770.0,138,595.0,37.0,,,,,,,,,,noblesville,"noblesville,IN",16000US1854180
Plainfield Police Dept,IN,12,28164.0,55.0,0,7.0,8,40,774.0,99,629.0,46.0,195.3,0.0,24.9,28.4,142.0,2748.2,351.5,2233.3,163.3,plainfield,"plainfield,IN",16000US1860246
Portage Police Dept,IN,12,37213.0,69.0,2,4.0,8,55,1023.0,165,812.0,46.0,185.4,5.4,10.7,21.5,147.8,2749.0,443.4,2182.0,123.6,portage,"portage,IN",16000US1861092
Porter County Sheriff Department,IN,12,,46.0,2,4.0,4,36,893.0,184,659.0,50.0,,,,,,,,,,porter county,"porter county,IN",05000US18127
Putnam County Sheriff Department,IN,9,,9.0,0,1.0,0,8,164.0,67,84.0,13.0,,,,,,,,,,putnam county,"putnam county,IN",05000US18133
Richmond City Police Dept,IN,7,36785.0,116.0,4,30.0,32,50,1081.0,333,665.0,83.0,,,,,,,,,,richmond city,"richmond city,IN",16000US1864260
Schererville Police Dept,IN,6,29307.0,7.0,1,1.0,4,1,354.0,25,321.0,8.0,,,,,,,,,,schererville,"schererville,IN",16000US1868220
Shelby County Sheriff Department,IN,12,,14.0,0,1.0,1,12,296.0,109,171.0,16.0,,,,,,,,,,shelby county,"shelby county,IN",05000US18145
South Bend Police Dept,IN,12,101398.0,622.0,18,55.0,316,233,4827.0,1744,2798.0,285.0,613.4,17.8,54.2,311.6,229.8,4760.4,1720.0,2759.4,281.1,south bend,"south bend,IN",16000US1871000
St. Joseph County Sheriff Department,IN,12,,122.0,0,13.0,17,92,1309.0,368,871.0,70.0,,,,,,,,,,st. joseph county,"st. joseph county,IN",05000US18141
Steuben County Sheriff Office,IN,12,,8.0,1,4.0,2,1,505.0,134,353.0,18.0,,,,,,,,,,steuben county,"steuben county,IN",05000US18151
Terre Haute Police Dept,IN,12,61152.0,191.0,4,29.0,85,73,3730.0,1035,2412.0,283.0,312.3,6.5,47.4,139.0,119.4,6099.6,1692.5,3944.3,462.8,terre haute,"terre haute,IN",16000US1875428
Tippecanoe County Sheriff Department,IN,12,,38.0,0,13.0,2,23,725.0,203,485.0,37.0,,,,,,,,,,tippecanoe county,"tippecanoe county,IN",05000US18157
Valparaiso Police Dept,IN,12,32042.0,28.0,1,7.0,5,15,841.0,153,644.0,44.0,87.4,3.1,21.8,15.6,46.8,2624.7,477.5,2009.9,137.3,valparaiso,"valparaiso,IN",16000US1878326
Vigo County Sheriff Department,IN,12,,33.0,2,7.0,5,19,1144.0,276,816.0,52.0,,,,,,,,,,vigo county,"vigo county,IN",05000US18167
Warrick County Sheriff Department,IN,12,,117.0,0,8.0,5,104,692.0,97,564.0,31.0,,,,,,,,,,warrick county,"warrick county,IN",05000US18173
Wayne County Sheriff Department,IN,12,,0.0,0,0.0,0,0,117.0,24,92.0,1.0,,,,,,,,,,wayne county,"wayne county,IN",05000US18177
West Lafayette Police Dept,IN,12,30015.0,78.0,0,8.0,11,59,487.0,80,379.0,28.0,259.9,0.0,26.7,36.6,196.6,1622.5,266.5,1262.7,93.3,west lafayette,"west lafayette,IN",16000US1882862
Westfield Police Dept,IN,12,31068.0,28.0,0,5.0,3,20,507.0,54,423.0,30.0,90.1,0.0,16.1,9.7,64.4,1631.9,173.8,1361.5,96.6,westfield,"westfield,IN",16000US1882700
Zionsville Police Dept,IN,12,23742.0,0.0,0,0.0,0,0,46.0,10,35.0,1.0,0.0,0.0,0.0,0.0,0.0,193.7,42.1,147.4,4.2,zionsville,"zionsville,IN",16000US1886372
Ames Police Dept,IA,12,59271.0,78.0,0,32.0,7,39,1454.0,291,1132.0,31.0,131.6,0.0,54.0,11.8,65.8,2453.1,491.0,1909.9,52.3,ames,"ames,IA",16000US1901855
Ankeny Police Dept,IA,12,46482.0,34.0,0,8.0,7,19,644.0,142,483.0,19.0,73.1,0.0,17.2,15.1,40.9,1385.5,305.5,1039.1,40.9,ankeny,"ankeny,IA",16000US1902305
Bettendorf Police Dept,IA,12,33729.0,91.0,0,8.0,5,78,497.0,78,405.0,14.0,269.8,0.0,23.7,14.8,231.3,1473.5,231.3,1200.7,41.5,bettendorf,"bettendorf,IA",16000US1906355
Burlington Police Dept,IA,12,25663.0,174.0,1,4.0,18,151,1037.0,253,737.0,47.0,678.0,3.9,15.6,70.1,588.4,4040.8,985.9,2871.8,183.1,burlington,"burlington,IA",16000US1909550
Cedar Rapids Police Dept,IA,12,128401.0,356.0,3,43.0,97,213,4723.0,966,3503.0,254.0,277.3,2.3,33.5,75.5,165.9,3678.3,752.3,2728.2,197.8,cedar rapids,"cedar rapids,IA",16000US1912000
Clinton Police Dept,IA,12,26934.0,171.0,0,14.0,20,137,1211.0,276,879.0,56.0,634.9,0.0,52.0,74.3,508.7,4496.2,1024.7,3263.5,207.9,clinton,"clinton,IA",16000US1914430
Council Bluffs Police Dept,IA,12,62708.0,744.0,1,67.0,81,595,4290.0,970,2847.0,473.0,1186.5,1.6,106.8,129.2,948.8,6841.2,1546.9,4540.1,754.3,council bluffs,"council bluffs,IA",16000US1916860
Davenport Police Dept,IA,12,101193.0,604.0,4,40.0,151,409,4088.0,890,2912.0,286.0,596.9,4.0,39.5,149.2,404.2,4039.8,879.5,2877.7,282.6,davenport,"davenport,IA",16000US1919000
Des Moines Police Dept,IA,12,207400.0,1094.0,7,100.0,250,737,10210.0,2514,6914.0,782.0,527.5,3.4,48.2,120.5,355.4,4922.9,1212.2,3333.7,377.0,des moines,"des moines,IA",16000US1921000
Dubuque County Sheriff Department,IA,12,,18.0,0,3.0,1,14,223.0,89,107.0,27.0,,,,,,,,,,dubuque county,"dubuque county,IA",05000US19061
Dubuque Police Dept,IA,12,58460.0,128.0,2,20.0,22,84,1855.0,649,1160.0,46.0,219.0,3.4,34.2,37.6,143.7,3173.1,1110.2,1984.3,78.7,dubuque,"dubuque,IA",16000US1922395
Fort Dodge Police Dept,IA,12,25078.0,134.0,0,23.0,18,93,1167.0,207,902.0,58.0,534.3,0.0,91.7,71.8,370.8,4653.5,825.4,3596.8,231.3,fort dodge,"fort dodge,IA",16000US1928515
Johnson County Sheriff Department,IA,12,,59.0,0,3.0,2,54,231.0,66,151.0,14.0,,,,,,,,,,johnson county,"johnson county,IA",05000US19103
Linn County Sheriff Department,IA,12,,28.0,1,9.0,0,18,275.0,121,129.0,25.0,,,,,,,,,,linn county,"linn county,IA",05000US19113
Marion Police Dept,IA,12,35349.0,37.0,0,11.0,4,22,633.0,127,484.0,22.0,104.7,0.0,31.1,11.3,62.2,1790.7,359.3,1369.2,62.2,marion,"marion,IA",16000US1949485
